Port,Commodity,Customs Value (Gen) ($US),Vessel Customs Value (Gen) ($US),Vessel SWT (Gen) (kg),Air Customs Value (Gen) ($US),Air SWT (Gen) (kg),Customs Containerized Vessel Value (Gen) ($US),Containerized Vessel SWT (Gen) (kg)
"San Francisco International Airport, CA (Port)","1904 Foods Prep By Swell Cereal; Cereal Nesoi, Grain Fm",6086,,,6086,1450,,
"San Francisco International Airport, CA (Port)","1905 Bread, Pastry, Cakes Etc; Comm Wafrs, Emp Caps Etc",74878,,,74878,7782,,
"San Francisco International Airport, CA (Port)",2003 Mushrooms And Truffles Prepared Or Preserved Nesoi,86474,,,86474,3197,,
"San Francisco International Airport, CA (Port)","2005 Vegetables Nesoi Prepared Etc Nesoi, Not Frozen",147043,,,147043,34875,,
"San Francisco International Airport, CA (Port)","2007 Jams, Fruit Jellies, Marmalades Etc, Cooked",14901,,,14901,3584,,
"San Francisco International Airport, CA (Port)","2008 Fruit, Nuts Etc Prepared Or Preserved Nesoi",180732,,,180732,17867,,
"San Francisco International Airport, CA (Port)",2009 Fruit Juice Nt Frtfd W Vit/mnl Veg Juice No Spirit,73151,,,73151,54231,,
"San Francisco International Airport, CA (Port)","2101 Extracts Etc Of Coffee, Tea Or Mate; Roast Chicory",511777,,,511777,17233,,
"San Francisco International Airport, CA (Port)",2102 Yeasts; Dead Sing-cell Micro-org Nesoi; Bak Powder,2394132,,,2394132,82814,,
"San Francisco International Airport, CA (Port)","2103 Sauces & Prep; Mixed Condiments, Mustard Flour Etc",137794,,,137794,23123,,
"San Francisco International Airport, CA (Port)","2105 Ice Cream And Other Edible Ice, With Cocoa Or Not",9918,,,9918,2429,,
"San Francisco International Airport, CA (Port)",2106 Food Preparations Nesoi,3564847,,,3533737,108752,,
"San Francisco International Airport, CA (Port)","2202 Waters, Sweetened Etc & Oth Nonalc Beverages Nesoi",110019,,,110019,29341,,
"San Francisco International Airport, CA (Port)",2204 Wine Of Fresh Grapes; Grape Must Nesoi,3839390,,,3839390,152530,,
"San Francisco International Airport, CA (Port)","2206 Fermented Beverages Nesoi (cider, Perry, Mead Etc)",10545,,,10545,2022,,
"San Francisco International Airport, CA (Port)","2207 Ethyl Alcohol, Undenat, Nun80% Alc; Alcohol, Denat",128732,,,128732,43786,,
"San Francisco International Airport, CA (Port)","2208 Ethyl Alcohol, Undenat, Und80% Alc; Spirit Beverag",411041,,,411041,25178,,
"San Francisco International Airport, CA (Port)","2301 Flour, Meal Etc Of Meat Etc, Not For Human; Greavs",96252,,,96252,3101,,
"San Francisco International Airport, CA (Port)",2309 Preparations Used In Animal Feeding,89285,,,89285,8387,,
"San Francisco International Airport, CA (Port)","2402 Cigars, Cigarettes Etc., Of Tobacco Or Substitutes",39123,,,39123,1278,,
"San Francisco International Airport, CA (Port)",2403 Tobacco & Tobacco Subst Mfrs Nesoi; Tob Proces Etc,1418358,,,1418358,53806,,
"San Francisco International Airport, CA (Port)",4101 Raw Hides & Skins Of Bovine Or Equine Animals,1400,,,1400,124,,
"San Francisco International Airport, CA (Port)","4104 Bovine Or Equine Leather, No Hair Nesoi",126925,,,126925,8474,,
"San Francisco International Airport, CA (Port)","4105 Sheep Or Lamb Skin Leather, No Wool Nesoi",21935,,,21935,103,,
"San Francisco International Airport, CA (Port)","4106 Other Animal N Leather, No Hair Nesoi",23838,,,23838,695,,
"San Francisco International Airport, CA (Port)","4107 Leather Furt Prep Aft Tan/crust, No Hair On,nes",1655842,,,1655842,68467,,
"San Francisco International Airport, CA (Port)","4112 Sheep/lamb Ltr,ft Prp Tan/crus, W/o Wool,nt Hd4114",173471,,,173471,3103,,
"San Francisco International Airport, CA (Port)","4113 Lthr Fthr Perp After Tanning,of Oth Aml, W/o Wl/hr",121400,,,121400,1648,,
"San Francisco International Airport, CA (Port)",4114 Chamois/patent/patent Laminated/metallized Leather,11921,,,11921,424,,
"San Francisco International Airport, CA (Port)","4115 Comps. Lthr,fbr Slb/sht/srp;lthr Wst/dust/pwd/flou",34558,,,34558,4391,,
"San Francisco International Airport, CA (Port)","5105 Wool & Fine Or Coarse Animal Hair, Carded & Combed",24016,,,24016,1166,,
"San Francisco International Airport, CA (Port)","5106 Yarn Of Carded Wool, Not Put Up For Retail Sale",58223,,,58223,4883,,
"San Francisco International Airport, CA (Port)","5107 Yarn Of Combed Wool, Not Put Up For Retail Sale",181722,,,181722,8677,,
"San Francisco International Airport, CA (Port)","5108 Yarn Of Fine Animal Hair, Not For Retail Sale",35879,,,35879,600,,
"San Francisco International Airport, CA (Port)","5109 Yarn Of Wool Or Fine Animal Hair, For Retail Sale",539217,,,539217,20805,,
"San Francisco International Airport, CA (Port)",5111 Woven Fabrics Of Carded Wool Or Fine Animal Hair,60960,,,60960,1230,,
"San Francisco International Airport, CA (Port)",5112 Woven Fabrics Of Combed Wool Or Fine Animal Hair,285300,,,285300,5324,,
"San Francisco International Airport, CA (Port)",5113 Woven Fabrics Of Coarse Animal Hair Or Horsehair,8621,,,8621,408,,
"San Francisco International Airport, CA (Port)","5203 Cotton, Carded Or Combed",4647,,,4647,208,,
"San Francisco International Airport, CA (Port)","5204 Cotton Sewing Thread, Retail Packed Or Not",6341,,,6341,257,,
"San Francisco International Airport, CA (Port)",5205 Cotton Yarn (not Sewing Thread) Nu85%cot No Retail,2577,,,2577,77,,
"San Francisco International Airport, CA (Port)",5206 Cotton Yarn (not Sewing Thread) Un85%cot No Retail,8687,,,8687,1637,,
"San Francisco International Airport, CA (Port)",5207 Cotton Yarn (not Sewing Thread) Retail Packed,82468,,,82468,2519,,
"San Francisco International Airport, CA (Port)","5208 Woven Cotton Fabrics, Nu 85% Cot, Wt Nov 200 G/m2",1865194,,,1865194,78936,,
"San Francisco International Airport, CA (Port)","5209 Woven Cotton Fabrics, Nu 85% Cot, Wt Ov 200 G/m2",4906986,,,4906986,224857,,
"San Francisco International Airport, CA (Port)","5210 Woven Cotton Fabrics, Un85%cot, mmfmix, Nov200g/m2",153112,,,153112,5670,,
"San Francisco International Airport, CA (Port)","5211 Woven Cotton Fabrics, Un85%cot, mmfmix, Ov200g/m2",260643,,,260643,12114,,
"San Francisco International Airport, CA (Port)",5212 Woven Cotton Fabrics Nesoi,115642,,,115642,3052,,
"San Francisco International Airport, CA (Port)",5307 Yarn Of Jute & Other Textile Bast Fibers Nesoi,295,,,295,8,,
"San Francisco International Airport, CA (Port)",5309 Woven Fabrics Of Flax,352937,,,352937,7391,,
"San Francisco International Airport, CA (Port)",5310 Woven Fabrics Of Jute Or Oth Text Bast Fiber Nesoi,2685,,,2685,348,,
"San Francisco International Airport, CA (Port)",5311 Wov Fab Of Ot Veg Textile Fib Wov Fab Of ppr Yarn,20951,,,20951,835,,
"San Francisco, CA (Port)","0301 Fish, Live",3557,3557,285,,,,
"San Francisco, CA (Port)","0303 Fish, Frozen (no Fish Fillets Or Other Fish Meat)",303294,303294,196507,,,303294,196507
"San Francisco, CA (Port)","0304 Fish Fillets & Oth Fish Meat, Fresh, Chill Or Froz",2725977,2725977,688453,,,2725977,688453
"San Francisco, CA (Port)","0305 Fish, Dried, Salted Etc, Smoked Etc; Ed Fish Meal",30304,30304,4256,,,30304,4256
"San Francisco, CA (Port)",0306 Crustaceans Live Frsh Etc Smoked/cooked Flours Etc,4685,4685,314,,,4685,314
"San Francisco, CA (Port)","0402 Milk And Cream, Concentrated Or Sweetened",163156,163156,40768,,,163156,40768
"San Francisco, CA (Port)",0406 Cheese And Curd,256295,256295,36200,,,256295,36200
"San Francisco, CA (Port)","0409 Honey, Natural",518546,518546,195225,,,518546,195225
"San Francisco, CA (Port)","0508 Coral, Shell Of Molluscs Etc Unworked Powder/waste",7760,,,,,,
"San Francisco, CA (Port)","0703 Onions, Shallots, Garlic, Leeks Etc, Fr Or Chilled",44810,44810,99850,,,44810,99850
"San Francisco, CA (Port)","0709 Vegetables Nesoi, Fresh Or Chilled",10030,10030,22259,,,10030,22259
"San Francisco, CA (Port)","0710 Vegetables (raw Or Cooked By Steam Etc), Frozen",617717,617717,585406,,,617717,585406
"San Francisco, CA (Port)","0711 Vegetables, Temporarily Preserved, Not Now Edible",19713,19713,24321,,,19713,24321
"San Francisco, CA (Port)","0712 Vegetables, Dried, Whole, Cut Etc., No Added Prep",230427,230427,58564,,,230427,58564
"San Francisco, CA (Port)","0713 Leguminous Vegetables, Dried Shelled",68118,68118,66599,,,68118,66599
"San Francisco, CA (Port)","0801 Coconuts, Brazil Nuts & Cashew Nuts, Fresh Or Dry",4431868,4431868,778952,,,4431868,778952
"San Francisco, CA (Port)","0802 Nuts Nesoi, Fresh Or Dried",635365,635365,64762,,,635365,64762
"San Francisco, CA (Port)","0803 Bananas, Including Plantains, Fresh Or Dried",94164,94164,38336,,,94164,38336
"San Francisco, CA (Port)","0804 Dates, Figs, Pineapples, Avocados Etc, Fr Or Dried",79414,79414,81520,,,79414,81520
"San Francisco, CA (Port)","0806 Grapes, Fresh Or Dried",1354599,1354599,807119,,,1354599,807119
"San Francisco, CA (Port)","0811 Fruit & Nuts (raw Or Cooked By Steam Etc), Frozen",64456,64456,37627,,,64456,37627
"San Francisco, CA (Port)",0813 Fruit Dried Nesoi; Mixtures Of Nuts Or Dried Fruit,7033240,7033240,1972059,,,7033240,1972059
"San Francisco, CA (Port)",0901 Coffee; Coffee Husks Etc; Substitutes With Coffee,9980220,9980220,2015087,,,9980220,2015087
"San Francisco, CA (Port)","0902 Tea, Whether Or Not Flavored",258527,258527,58300,,,230117,55575
"San Francisco, CA (Port)","0904 Pepper, Genus Piper; Genus Capsicum Or Pimenta",576881,576881,222111,,,576881,222111
"San Francisco, CA (Port)","0907 Cloves (whole Fruit, Cloves And Stems)",27428,27428,7578,,,27428,7578
"San Francisco, CA (Port)","0908 Nutmeg, Mace And Cardamoms",31313,31313,1357,,,31313,1357
"San Francisco, CA (Port)",0909 Seeds Anise Badian Fennl Coriandr Etc; Junpr Berrs,66430,66430,25526,,,66430,25526
"San Francisco, CA (Port)","0910 Ginger, Saffron, Tumeric, Thyme, Bay Leaves Etc.",99764,99764,71412,,,99764,71412
"San Francisco, CA (Port)",1005 Corn (maize),95040,95040,237600,,,95040,237600
"San Francisco, CA (Port)",1006 Rice,18070,18070,22719,,,18070,22719
"San Francisco, CA (Port)","1008 Buckwheat, Millet And Canary Seeds; Other Cereals",66000,66000,20208,,,66000,20208
"San Francisco, CA (Port)",1101 Wheat Or Meslin Flour,33549,33549,44737,,,33549,44737
"San Francisco, CA (Port)","1102 Cereal Flours, Except Of Wheat Or Of Meslin",20072,20072,18737,,,20072,18737
"San Francisco, CA (Port)","1103 Cereal Groats, Meal And Pellets",11527,11527,17296,,,11527,17296
"San Francisco, CA (Port)","1106 Flour & Meal Of Dry, Legum Vegs, Sago, Fruit Etc.",3671066,3671066,6418936,,,3671066,6418936
"San Francisco, CA (Port)","1107 Malt, Whether Or Not Roasted",71725,71725,75368,,,71725,75368
"San Francisco, CA (Port)",1108 Starches; Inulin,17995,17995,19608,,,17995,19608
"San Francisco, CA (Port)","1109 Wheat Gluten, Whether Or Not Dried",82132,82132,76341,,,82132,76341
"San Francisco, CA (Port)","1207 Oil Seeds & Oleaginous Fruits Nesoi, Broken Or Not",660789,660789,370191,,,660789,370191
"San Francisco, CA (Port)",1208 Flour & Meal Of Oil Seed & Olea Fruit (no Mustard),2525,2525,234,,,,
"San Francisco, CA (Port)","1209 Seeds, Fruit And Spores, For Sowing",113488,113488,23286,,,107483,22492
"San Francisco, CA (Port)","1211 Plants Etc For Pharmacy, Perfume, Insecticides Etc",1453006,788301,137072,,,788301,137072
"San Francisco, CA (Port)","1212 Locust Beans, Seaweed, S Beet & Cane; Fr Pits Etc.",377129,377129,37914,,,377129,37914
"San Francisco, CA (Port)",1302 Veg Saps & Extracts; Pectates Etc; Agar-agar Etc.,374914,362423,26940,,,362423,26940
"San Francisco, CA (Port)",1404 Vegetable Products Nesoi,13370,13370,23214,,,13370,23214
"San Francisco, CA (Port)","1509 Olive Oil & Its Fractions, Not Chemically Modified",1205122,1205122,426102,,,1205122,426102
"San Francisco, CA (Port)",1510 Olive-residue Oil & Blends (1509&1510) Nt Chem Mod,131109,131109,67751,,,131109,67751
"San Francisco, CA (Port)","1511 Palm Oil & Its Fractions, Not Chemically Modified",1412455,1412455,1300293,,,1412455,1300293
"San Francisco, CA (Port)","1513 Coconut, Palm Kernel Or Babassu Oil Etc, No Ch Mod",14925115,14925115,3364737,,,14925115,3364737
"San Francisco, CA (Port)",1517 Margarine; Edible Mixtures Etc An Or Veg Fat & Oil,64604,64604,59544,,,64604,59544
"San Francisco, CA (Port)",1604 Prep Or Pres Fish; Caviar & Caviar Substitutes,264338,264338,45255,,,264338,45255
"San Francisco, CA (Port)","1605 Crustaceans, Molluscs Etc. Prepared Or Preserved",129647,129647,31291,,,129647,31291
"San Francisco, CA (Port)","1701 Cane Or Beet Sugar & Chem Pure Sucrose, Solid Form",128375,128375,107435,,,,
"San Francisco, CA (Port)","1702 Sugars Nesoi, Incl Chem Pure Lactose Etc; Caramel",366779,366779,432308,,,366779,432308
"San Francisco, CA (Port)","1704 Sugar Confection (incl White Chocolate), No Cocoa",208631,208631,95292,,,208631,95292
"San Francisco, CA (Port)","1801 Cocoa Beans, Whole Or Broken, Raw Or Roasted",7061381,7061381,2905394,,,7061381,2905394
"San Francisco, CA (Port)","1802 Cocoa Shells, Husks, Skins And Other Cocoa Waste",37739,37739,5400,,,37739,5400
"San Francisco, CA (Port)","1804 Cocoa Butter, Fat And Oil",16429632,16429632,6007260,,,16429632,6007260
"San Francisco, CA (Port)","1805 Cocoa Powder, Not Sweetened",113316,113316,19660,,,113316,19660
"San Francisco, CA (Port)",1806 Chocolate & Other Food Products Containing Cocoa,1991255,1991255,280334,,,1991255,280334
"San Francisco, CA (Port)",1901 Malt Ext; Food Prep Of Flour Etc Un 40% Cocoa Etc,153442,153442,79256,,,153442,79256
"San Francisco, CA (Port)","1902 Pasta, Prepared Or Not; Couscous, Prepared Or Not",292194,292194,137641,,,292194,137641
"San Francisco, CA (Port)","1904 Foods Prep By Swell Cereal; Cereal Nesoi, Grain Fm",209031,209031,76748,,,209031,76748
"San Francisco, CA (Port)","1905 Bread, Pastry, Cakes Etc; Comm Wafrs, Emp Caps Etc",3347164,3347164,927946,,,3347164,927946
"San Francisco, CA (Port)","2001 Veg, Fruit, Nuts Etc, Prep Or Pres By Vinegar Etc",197782,197782,85806,,,197782,85806
"San Francisco, CA (Port)","2004 Vegetables Nesoi Prepared Or Preserv Nesoi, Frozen",170228,170228,64875,,,170228,64875
"San Francisco, CA (Port)","2005 Vegetables Nesoi Prepared Etc Nesoi, Not Frozen",3027944,3027944,1788645,,,3027944,1788645
"San Francisco, CA (Port)","2007 Jams, Fruit Jellies, Marmalades Etc, Cooked",130774,130774,154824,,,130774,154824
"San Francisco, CA (Port)","2008 Fruit, Nuts Etc Prepared Or Preserved Nesoi",838052,838052,405219,,,838052,405219
"San Francisco, CA (Port)",2009 Fruit Juice Nt Frtfd W Vit/mnl Veg Juice No Spirit,3894310,3894310,2280890,,,3894310,2280890
"San Francisco, CA (Port)","2101 Extracts Etc Of Coffee, Tea Or Mate; Roast Chicory",432225,432225,28741,,,432225,28741
"San Francisco, CA (Port)",2102 Yeasts; Dead Sing-cell Micro-org Nesoi; Bak Powder,54000,54000,18670,,,54000,18670
"San Francisco, CA (Port)","2103 Sauces & Prep; Mixed Condiments, Mustard Flour Etc",3043497,3043497,2201636,,,3019863,2186138
"San Francisco, CA (Port)","2105 Ice Cream And Other Edible Ice, With Cocoa Or Not",102180,102180,49572,,,102180,49572
"San Francisco, CA (Port)",2106 Food Preparations Nesoi,452006,452006,230307,,,431047,229191
"San Francisco, CA (Port)","2201 Waters, Natural Etc, Not Sweetened Etc; Ice & Snow",776095,776095,1632948,,,776095,1632948
"San Francisco, CA (Port)","2202 Waters, Sweetened Etc & Oth Nonalc Beverages Nesoi",2051838,2051838,2151286,,,2051838,2151286
"San Francisco, CA (Port)",2203 Beer Made From Malt,509108,509108,658815,,,476594,639035
"San Francisco, CA (Port)",2204 Wine Of Fresh Grapes; Grape Must Nesoi,7673859,7673859,2394047,,,7673859,2394047
"San Francisco, CA (Port)","2206 Fermented Beverages Nesoi (cider, Perry, Mead Etc)",104776,104776,108247,,,104776,108247
"San Francisco, CA (Port)","2208 Ethyl Alcohol, Undenat, Und80% Alc; Spirit Beverag",3206614,562779,332114,,,562779,332114
"San Francisco, CA (Port)",2209 Vinegar & Substitutes For Vinegar From Acetic Acid,1301551,1301551,491999,,,1301551,491999
"San Francisco, CA (Port)","2301 Flour, Meal Etc Of Meat Etc, Not For Human; Greavs",3965391,3965391,3127602,,,3965391,3127602
"San Francisco, CA (Port)",2309 Preparations Used In Animal Feeding,436680,436680,137340,,,436680,137340
"San Francisco, CA (Port)",2403 Tobacco & Tobacco Subst Mfrs Nesoi; Tob Proces Etc,231838,231838,7079,,,231838,7079
"San Francisco, CA (Port)","4115 Comps. Lthr,fbr Slb/sht/srp;lthr Wst/dust/pwd/flou",137324,137324,20965,,,137324,20965
"San Francisco, CA (Port)","5208 Woven Cotton Fabrics, Nu 85% Cot, Wt Nov 200 G/m2",452904,452904,32996,,,452904,32996
"San Francisco, CA (Port)","5209 Woven Cotton Fabrics, Nu 85% Cot, Wt Ov 200 G/m2",51433,51433,3299,,,,
"San Francisco, CA (Port)","5210 Woven Cotton Fabrics, Un85%cot, mmfmix, Nov200g/m2",103305,103305,22000,,,103305,22000
"San Francisco, CA (Port)","5211 Woven Cotton Fabrics, Un85%cot, mmfmix, Ov200g/m2",60045,60045,16600,,,60045,16600
"San Francisco, CA (Port)","5305 Coconut, Abaca, Ramie Etc Nesoi, Raw Etc; Tow Etc",81215,81215,212194,,,81215,212194
"San Francisco, CA (Port)",5310 Woven Fabrics Of Jute Or Oth Text Bast Fiber Nesoi,89820,89820,168227,,,89820,168227
"San Jose International Airport, CA (Port)","2008 Fruit, Nuts Etc Prepared Or Preserved Nesoi",7240,,,7240,200,,
"San Jose International Airport, CA (Port)","2208 Ethyl Alcohol, Undenat, Und80% Alc; Spirit Beverag",275453,,,,,,
"San Pablo Bay, CA (Port)",0901 Coffee; Coffee Husks Etc; Substitutes With Coffee,9099688,9099688,3850658,,,8921515,3750076
"San Pablo Bay, CA (Port)","0910 Ginger, Saffron, Tumeric, Thyme, Bay Leaves Etc.",21980,21980,8196,,,21980,8196
"San Pablo Bay, CA (Port)",1006 Rice,567420,567420,504884,,,567420,504884
"San Pablo Bay, CA (Port)",1302 Veg Saps & Extracts; Pectates Etc; Agar-agar Etc.,138960,138960,18700,,,138960,18700
"San Pablo Bay, CA (Port)","2008 Fruit, Nuts Etc Prepared Or Preserved Nesoi",73081,73081,33648,,,73081,33648
"San Pablo Bay, CA (Port)",2009 Fruit Juice Nt Frtfd W Vit/mnl Veg Juice No Spirit,53297,53297,51737,,,53297,51737
"San Pablo Bay, CA (Port)","2103 Sauces & Prep; Mixed Condiments, Mustard Flour Etc",20700,20700,12696,,,20700,12696
"San Pablo Bay, CA (Port)",2106 Food Preparations Nesoi,211982,211982,113150,,,211982,113150
"Selby, CA (Port)","2207 Ethyl Alcohol, Undenat, Nun80% Alc; Alcohol, Denat",144231432,144231432,137106510,,,,
"Stockton, CA (Port)","0602 Live Plants Nesoi, Cuttings Etc.; Mushroom Spawn",71932,71932,10130,,,71932,10130
"Stockton, CA (Port)","0714 Cassava, Arrowroot Etc, Fresh Or Dry; Sago Pith",7327837,7327837,27342677,,,,
"Stockton, CA (Port)",1006 Rice,12495000,12495000,36750000,,,,
"Stockton, CA (Port)",1007 Grain Sorghum,5947550,5947550,27500500,,,,
"Stockton, CA (Port)","1106 Flour & Meal Of Dry, Legum Vegs, Sago, Fruit Etc.",4614,4614,2700,,,4614,2700
"Stockton, CA (Port)","1207 Oil Seeds & Oleaginous Fruits Nesoi, Broken Or Not",38239988,38239988,123192490,,,,
"Stockton, CA (Port)","1212 Locust Beans, Seaweed, S Beet & Cane; Fr Pits Etc.",27751,27751,2365,,,27751,2365
"Stockton, CA (Port)",1703 Molasses From The Extraction Or Refining Of Sugar,5556651,5556651,30507280,,,,
"Stockton, CA (Port)",1806 Chocolate & Other Food Products Containing Cocoa,119435,119435,17000,,,119435,17000
"Stockton, CA (Port)","1902 Pasta, Prepared Or Not; Couscous, Prepared Or Not",9212,9212,4060,,,9212,4060
"Stockton, CA (Port)","1903 Tapioca And Substitutes From Starch In Flakes, Etc",2935,2935,600,,,2935,600
